EPOCH_yyyy-mm-ddThh:mm:ss.sssZ,ION_PRESSURE_nPa,DEL_TIME_ms
2014-02-18T23:38:19.562Z,0.548501,13172.200
2014-02-18T23:39:58.898Z,0.524886,13995.099
2014-02-18T23:41:41.359Z,0.513433,13138.234
2014-02-18T23:43:21.281Z,0.542496,13172.171
2014-02-18T23:44:57.546Z,0.544953,13995.099
2014-02-18T23:46:39.148Z,0.513460,7837.5010
2014-02-18T23:48:13.765Z,0.510343,14677.651
2014-02-18T23:49:52.289Z,0.525100,14677.500
2014-02-18T23:51:30.812Z,0.567151,14677.500
2014-02-18T23:53:07.867Z,0.675677,13208.350
2014-02-18T23:54:47.890Z,0.566532,14712.750
2014-02-18T23:56:26.414Z,0.572091,14712.567
2014-02-18T23:58:04.929Z,0.536504,14712.750
2014-02-19T00:02:56.808Z,0.598770,18332.301
2014-02-19T00:04:39.808Z,0.497738,13995.252
2014-02-19T00:06:15.251Z,0.470506,13995.099
2014-02-19T00:07:58.461Z,0.403516,15253.549
2014-02-19T00:09:36.091Z,0.507440,14711.737
2014-02-19T00:11:13.108Z,0.475747,14712.599
2014-02-19T00:12:52.488Z,0.457776,13714.148
2014-02-19T00:14:30.939Z,0.523915,13995.099
2014-02-19T00:16:07.922Z,0.476638,15534.668
2014-02-19T00:17:48.840Z,0.493928,6980.5005
2014-02-19T00:19:30.300Z,0.474237,14711.601
2014-02-19T00:21:05.027Z,0.483562,13995.225
2014-02-19T00:22:43.549Z,0.497377,13995.099
2014-02-19T00:24:22.071Z,0.477484,13995.099
2014-02-19T00:26:00.593Z,0.468843,13995.252
2014-02-19T00:27:39.114Z,0.446174,13995.099
2014-02-19T00:29:17.636Z,0.499135,13995.099
2014-02-19T00:30:56.158Z,0.466232,13995.099
2014-02-19T00:32:34.680Z,0.487708,13995.252
2014-02-19T00:34:14.059Z,0.498758,6980.5005
2014-02-19T00:35:51.723Z,0.455131,13995.071
2014-02-19T00:37:29.458Z,0.477169,14712.748
2014-02-19T00:39:04.866Z,0.553993,14677.500
2014-02-19T00:40:43.388Z,0.506467,14677.500
2014-02-19T00:42:23.450Z,0.531314,16217.067
2014-02-19T00:43:59.067Z,0.511537,16111.500
2014-02-19T00:45:34.335Z,0.488086,14711.601
2014-02-19T00:47:17.475Z,0.469116,13172.324
2014-02-19T00:48:54.458Z,0.496614,14711.599
2014-02-19T00:50:37.598Z,0.498284,8519.9014
2014-02-19T00:52:13.041Z,0.486149,14677.651
2014-02-19T00:53:49.307Z,0.433850,13995.099
2014-02-19T00:55:30.085Z,0.542675,13172.198
2014-02-19T00:57:15.586Z,0.514701,13995.101
2014-02-19T00:58:41.793Z,0.490270,13995.250
2014-02-19T01:00:27.330Z,0.494951,13138.073
2014-02-19T01:02:05.852Z,0.473752,13138.101
2014-02-19T01:03:44.374Z,0.477427,13138.101
2014-02-19T01:05:22.896Z,0.504425,13138.234
2014-02-19T01:07:02.817Z,0.545424,7014.6001
2014-02-19T01:08:47.496Z,0.508161,13172.351
2014-02-19T01:10:19.860Z,0.479135,13172.198
2014-02-19T01:11:58.382Z,0.532609,13172.198
2014-02-19T01:13:39.983Z,0.510600,13172.324
2014-02-19T01:15:17.106Z,0.453693,13138.101
2014-02-19T01:16:57.850Z,0.425009,13995.101
