UT__yyyy-mm-ddThh:mm:ss.sssZ,FGS-D_B_TOTAL__nT_(All_Qs),BX_FGS-D_(@_1_)_nT_GSM_(All_Qs),BY_FGS-D_(@_2_)_nT_GSM_(All_Qs),BZ_FGS-D_(@_3_)_nT_GSM_(All_Qs)
2009-07-04T15:37:34.336Z,4.95397,4.56138,-1.47560,-1.24830
2009-07-04T15:37:37.304Z,5.10590,4.69928,-1.51509,-1.30057
2009-07-04T15:37:40.272Z,5.26017,4.79172,-1.82980,-1.16646
2009-07-04T15:37:43.240Z,5.43386,4.94087,-2.00331,-1.04943
2009-07-04T15:37:46.208Z,5.52395,4.95885,-2.16823,-1.10574
2009-07-04T15:37:49.176Z,5.48279,4.91757,-2.14130,-1.13721
2009-07-04T15:37:52.144Z,5.46466,4.92600,-2.05771,-1.16740
2009-07-04T15:37:55.112Z,5.59436,5.06482,-1.99615,-1.28835
2009-07-04T15:37:58.079Z,5.39705,4.89955,-1.79908,-1.37327
2009-07-04T15:38:01.047Z,5.44456,4.92748,-1.84293,-1.40242
2009-07-04T15:38:04.015Z,5.42832,4.94144,-1.88941,-1.21613
2009-07-04T15:38:06.983Z,5.32441,4.86041,-1.79811,-1.22167
2009-07-04T15:38:09.951Z,5.20985,4.79130,-1.68881,-1.15495
2009-07-04T15:38:12.919Z,5.07082,4.71011,-1.50802,-1.11979
2009-07-04T15:38:15.887Z,5.08598,4.73062,-1.49590,-1.11837
2009-07-04T15:38:18.855Z,5.10537,4.73287,-1.43424,-1.26792
2009-07-04T15:38:21.822Z,5.10967,4.68829,-1.43122,-1.44235
2009-07-04T15:38:24.790Z,5.13057,4.62540,-1.59432,-1.54484
2009-07-04T15:38:27.758Z,5.04026,4.47458,-1.71225,-1.56542
2009-07-04T15:38:30.726Z,4.76137,4.17658,-1.87290,-1.31112
2009-07-04T15:38:33.694Z,4.71229,4.17503,-1.95966,-0.966733
2009-07-04T15:38:36.662Z,4.67860,4.27424,-1.69284,-0.868589
2009-07-04T15:38:39.630Z,4.81617,4.51005,-1.49006,-0.796679
2009-07-04T15:38:42.598Z,4.95548,4.70388,-1.23519,-0.951095
2009-07-04T15:38:45.565Z,5.05340,4.74436,-1.27529,-1.18387
2009-07-04T15:38:48.533Z,4.87000,4.41865,-1.49613,-1.39789
2009-07-04T15:38:51.501Z,5.03859,3.97079,-2.75773,-1.41956
2009-07-04T15:38:54.469Z,5.36061,3.79117,-3.56355,-1.29006
2009-07-04T15:38:57.437Z,5.13235,3.44782,-3.68155,-0.948566
2009-07-04T15:39:00.405Z,4.94960,3.20152,-3.67292,-0.870915
2009-07-04T15:39:03.373Z,5.13334,3.16395,-3.92895,-0.950738
2009-07-04T15:39:06.340Z,5.27532,2.80646,-4.29089,-1.24139
2009-07-04T15:39:09.308Z,5.28305,2.84347,-4.30750,-1.12725
2009-07-04T15:39:12.276Z,5.33739,2.93471,-4.32874,-1.06637
2009-07-04T15:39:15.244Z,5.24504,3.00748,-4.17073,-1.03467
2009-07-04T15:39:18.212Z,5.28256,2.98866,-4.23478,-1.01976
2009-07-04T15:39:21.180Z,5.23999,2.90574,-4.24882,-0.980650
2009-07-04T15:39:24.148Z,5.25951,3.08791,-4.14342,-0.979470
2009-07-04T15:39:27.116Z,5.26325,3.05810,-4.18106,-0.931946
2009-07-04T15:39:30.083Z,5.22800,2.98702,-4.19178,-0.915767
2009-07-04T15:39:33.051Z,5.19232,2.98933,-4.13918,-0.944107
2009-07-04T15:39:36.019Z,5.24614,3.02864,-4.17449,-0.960675
2009-07-04T15:39:38.987Z,5.16170,3.03521,-4.06089,-0.969434
2009-07-04T15:39:41.955Z,5.24369,3.10638,-4.12322,-0.919657
2009-07-04T15:39:44.923Z,5.12707,3.00306,-4.03034,-1.01234
2009-07-04T15:39:47.891Z,5.15500,3.09291,-4.00303,-0.991788
2009-07-04T15:39:50.859Z,5.27794,3.09573,-4.16406,-0.966280
2009-07-04T15:39:53.826Z,5.23307,3.27769,-3.93617,-1.07156
2009-07-04T15:39:56.794Z,5.26306,3.96347,-3.17210,-1.38871
2009-07-04T15:39:59.762Z,5.40466,4.17084,-3.05345,-1.57824
2009-07-04T15:40:02.730Z,5.29952,3.86061,-3.28351,-1.54893
2009-07-04T15:40:05.698Z,5.38139,4.03293,-3.29379,-1.35859
2009-07-04T15:40:08.666Z,5.40909,4.13617,-3.14505,-1.50299
2009-07-04T15:40:11.634Z,5.36661,4.19883,-2.99480,-1.48375
2009-07-04T15:40:14.602Z,5.45210,4.22380,-3.07500,-1.55859
2009-07-04T15:40:17.569Z,5.43766,4.21889,-3.00823,-1.64913
2009-07-04T15:40:20.537Z,5.42198,4.21186,-3.02886,-1.57612
2009-07-04T15:40:23.505Z,5.39577,4.15642,-3.08160,-1.53046
2009-07-04T15:40:26.473Z,5.45405,4.27755,-2.96990,-1.62141
2009-07-04T15:40:29.441Z,5.46161,4.24096,-3.02240,-1.64576
2009-07-04T15:40:32.409Z,5.51926,4.24639,-3.19121,-1.49887
2009-07-04T15:40:35.377Z,5.52640,4.26629,-3.11525,-1.62328
2009-07-04T15:40:38.345Z,5.52563,4.23018,-3.20605,-1.53602
2009-07-04T15:40:41.312Z,5.50732,4.26308,-3.21436,-1.35075
2009-07-04T15:40:44.280Z,5.48745,4.20990,-3.20521,-1.45447
2009-07-04T15:40:47.248Z,5.49294,4.20251,-3.21310,-1.47895
2009-07-04T15:40:50.216Z,5.49160,4.22015,-3.19905,-1.45399
2009-07-04T15:40:53.184Z,5.50144,4.20811,-3.19129,-1.54055
2009-07-04T15:40:56.152Z,5.59485,4.23787,-3.31265,-1.53921
2009-07-04T15:40:59.120Z,5.57419,4.21662,-3.23524,-1.68076
2009-07-04T15:41:02.088Z,5.54953,4.20063,-3.23736,-1.63446
2009-07-04T15:41:05.055Z,5.52136,4.18047,-3.26214,-1.53864
2009-07-04T15:41:08.023Z,5.52731,4.17309,-3.27003,-1.56312
2009-07-04T15:41:10.991Z,5.48830,4.23445,-3.14438,-1.51783
2009-07-04T15:41:13.959Z,5.49473,4.21824,-3.15926,-1.55486
2009-07-04T15:41:16.927Z,5.55535,4.19933,-3.26161,-1.60920
2009-07-04T15:41:19.895Z,5.54233,4.26156,-3.25097,-1.40987
2009-07-04T15:41:22.863Z,5.62343,4.20441,-3.53177,-1.21344
2009-07-04T15:41:25.830Z,5.60480,3.98399,-3.78233,-1.11160
2009-07-04T15:41:28.798Z,5.60029,4.12430,-3.61926,-1.11998
2009-07-04T15:41:31.766Z,5.65346,4.13780,-3.69175,-1.10056
2009-07-04T15:41:34.734Z,5.56307,3.92829,-3.78393,-1.09460
2009-07-04T15:41:37.702Z,5.61283,4.41181,-3.24676,-1.22408
2009-07-04T15:41:40.670Z,5.56076,4.42832,-3.06658,-1.38135
2009-07-04T15:41:43.638Z,5.41693,4.22259,-3.05939,-1.46728
2009-07-04T15:41:46.606Z,5.54145,4.32522,-3.24089,-1.22342
2009-07-04T15:41:49.573Z,5.44930,4.24028,-3.22338,-1.15095
2009-07-04T15:41:52.541Z,5.49128,4.27739,-3.27301,-1.07028
2009-07-04T15:41:55.509Z,5.46677,4.24233,-3.28820,-1.03730
2009-07-04T15:41:58.477Z,5.51168,4.27156,-3.30736,-1.09257
2009-07-04T15:42:01.445Z,5.47034,4.22612,-3.30304,-1.07448
2009-07-04T15:42:04.413Z,5.48903,4.33305,-3.20728,-1.03320
2009-07-04T15:42:07.381Z,5.39659,4.23464,-3.18105,-1.03535
2009-07-04T15:42:10.349Z,5.40799,4.27745,-3.17071,-0.946788
2009-07-04T15:42:13.316Z,5.45589,4.25567,-3.27114,-0.977621
2009-07-04T15:42:16.284Z,5.36709,4.24082,-3.15937,-0.916265
2009-07-04T15:42:19.252Z,5.49709,4.32293,-3.23866,-1.02051
2009-07-04T15:42:22.220Z,5.43904,4.27592,-3.20783,-1.00474
2009-07-04T15:42:25.188Z,5.39097,4.26706,-3.15098,-0.962322
2009-07-04T15:42:28.156Z,5.48502,4.30981,-3.24267,-0.998084
2009-07-04T15:42:31.124Z,5.45432,4.21157,-3.30578,-1.04123
2009-07-04T15:42:34.092Z,5.36138,4.25560,-3.14329,-0.868342
2009-07-04T15:42:37.059Z,5.43494,4.29535,-3.20753,-0.894632
2009-07-04T15:42:40.027Z,5.38087,4.35549,-3.06837,-0.754043
2009-07-04T15:42:42.995Z,5.44413,4.37474,-3.14467,-0.781862
2009-07-04T15:42:45.963Z,5.39377,4.37422,-3.04237,-0.838424
2009-07-04T15:42:48.931Z,5.38610,4.38756,-3.02556,-0.778039
2009-07-04T15:42:51.899Z,5.44570,4.45316,-3.00480,-0.892315
2009-07-04T15:42:54.867Z,5.38941,4.37326,-2.96525,-1.06190
2009-07-04T15:42:57.835Z,5.43886,4.40393,-2.98531,-1.12897
2009-07-04T15:43:00.802Z,5.41602,4.39485,-2.94110,-1.16986
2009-07-04T15:43:03.770Z,5.49088,4.46106,-2.98439,-1.15849
2009-07-04T15:43:06.738Z,5.44038,4.42157,-2.97122,-1.10422
2009-07-04T15:43:09.706Z,5.46838,4.45198,-2.94012,-1.19949
2009-07-04T15:43:12.674Z,5.42732,4.43990,-2.86845,-1.23088
2009-07-04T15:43:15.642Z,5.47010,4.44042,-2.97069,-1.17461
2009-07-04T15:43:18.610Z,5.49941,4.42687,-3.11469,-0.972187
2009-07-04T15:43:21.578Z,5.50394,4.17471,-3.58679,-0.00173640
2009-07-04T15:43:24.545Z,5.49459,4.25928,-3.36173,-0.864754
2009-07-04T15:43:27.513Z,5.39797,4.21450,-3.31967,-0.596618
2009-07-04T15:43:30.481Z,5.45508,4.39464,-3.18270,-0.561651
2009-07-04T15:43:33.449Z,5.33860,4.42730,-2.97473,-0.224987
2009-07-04T15:43:36.417Z,5.45149,4.40869,-3.19190,-0.306516
2009-07-04T15:43:39.385Z,5.43086,4.52204,-2.89639,-0.810172
2009-07-04T15:43:42.353Z,5.39498,4.48684,-2.77125,-1.13766
2009-07-04T15:43:45.320Z,5.37463,4.59382,-2.45886,-1.31815
2009-07-04T15:43:48.288Z,5.32952,4.60117,-2.38718,-1.23871
2009-07-04T15:43:51.256Z,5.37817,4.80892,-2.11536,-1.15075
2009-07-04T15:43:54.224Z,5.38209,4.93641,-1.90575,-0.983275
2009-07-04T15:43:57.192Z,5.34272,4.90122,-1.89543,-0.964351
2009-07-04T15:44:00.160Z,5.36534,4.93472,-1.85358,-0.999798
2009-07-04T15:44:03.128Z,5.17845,4.54979,-2.22595,-1.07747
2009-07-04T15:44:06.096Z,5.33214,4.50692,-2.61836,-1.12409
2009-07-04T15:44:09.063Z,5.26979,4.39960,-2.63721,-1.20801
2009-07-04T15:44:12.031Z,5.30967,4.37974,-2.77713,-1.13928
2009-07-04T15:44:14.999Z,5.27734,4.36362,-2.75381,-1.10705
2009-07-04T15:44:17.967Z,5.27012,4.35611,-2.73607,-1.14561
2009-07-04T15:44:20.935Z,5.24796,4.23023,-2.87023,-1.18659
2009-07-04T15:44:23.903Z,5.20533,4.09384,-2.95925,-1.25650
2009-07-04T15:44:26.871Z,5.31740,4.02395,-3.20647,-1.34204
2009-07-04T15:44:29.839Z,5.26826,4.13346,-2.99778,-1.29708
2009-07-04T15:44:32.806Z,5.24974,4.05299,-3.07248,-1.30111
2009-07-04T15:44:35.774Z,5.27276,4.09352,-3.00964,-1.40965
2009-07-04T15:44:38.742Z,5.31097,4.25911,-2.87593,-1.33991
2009-07-04T15:44:41.710Z,5.33213,4.31503,-2.86158,-1.27414
2009-07-04T15:44:44.678Z,5.30802,4.26376,-2.89168,-1.27812
2009-07-04T15:44:47.646Z,5.33627,4.30765,-2.86935,-1.29874
2009-07-04T15:44:50.614Z,5.36492,4.26858,-2.99671,-1.25751
2009-07-04T15:44:53.582Z,5.34358,4.33281,-2.87305,-1.23541
2009-07-04T15:44:56.549Z,5.26703,4.37314,-2.65726,-1.24749
2009-07-04T15:44:59.517Z,5.29071,4.30487,-2.82922,-1.20632
2009-07-04T15:45:02.485Z,5.28850,4.29879,-2.81237,-1.25667
2009-07-04T15:45:05.453Z,5.37828,4.47120,-2.67017,-1.34329
2009-07-04T15:45:08.421Z,5.30228,4.46599,-2.48820,-1.40640
2009-07-04T15:45:11.389Z,5.41639,4.66621,-2.47937,-1.19016
2009-07-04T15:45:14.357Z,5.31817,4.75309,-2.09022,-1.14980
2009-07-04T15:45:17.325Z,5.28138,4.68752,-2.17479,-1.09104
2009-07-04T15:45:20.292Z,5.26421,4.58706,-2.36394,-1.04043
2009-07-04T15:45:23.260Z,5.33625,4.64719,-2.39045,-1.07934
2009-07-04T15:45:26.228Z,5.37463,4.59382,-2.45698,-1.32163
2009-07-04T15:45:29.196Z,5.30515,4.38795,-2.70460,-1.25523
2009-07-04T15:45:32.164Z,5.31451,4.67670,-2.17988,-1.27306
2009-07-04T15:45:35.132Z,5.33769,4.67778,-2.16758,-1.38237
2009-07-04T15:45:38.100Z,5.36078,4.63623,-2.36992,-1.27545
2009-07-04T15:45:41.068Z,5.31093,4.80489,-1.88135,-1.25681
2009-07-04T15:45:44.035Z,5.27485,4.69691,-2.05277,-1.24467
2009-07-04T15:45:47.003Z,5.22607,4.59128,-2.12361,-1.31232
2009-07-04T15:45:49.971Z,5.35238,4.48571,-2.60241,-1.32429
2009-07-04T15:45:52.939Z,5.35585,4.51765,-2.53398,-1.36194
2009-07-04T15:45:55.907Z,5.47129,4.52611,-2.79452,-1.28065
2009-07-04T15:45:58.875Z,5.44738,4.46410,-2.79184,-1.39690
2009-07-04T15:46:01.843Z,5.43815,4.53858,-2.66218,-1.37389
2009-07-04T15:46:04.810Z,5.55188,4.64881,-2.70880,-1.36905
2009-07-04T15:46:07.778Z,5.40856,4.50079,-2.70121,-1.30342
2009-07-04T15:46:10.746Z,5.42921,4.58113,-2.60079,-1.31356
2009-07-04T15:46:13.714Z,5.58399,4.65337,-2.76257,-1.37673
2009-07-04T15:46:16.682Z,5.45743,4.53215,-2.63182,-1.52207
2009-07-04T15:46:19.650Z,5.42620,4.48827,-2.65406,-1.50170
2009-07-04T15:46:22.618Z,5.48353,4.62609,-2.56596,-1.44368
2009-07-04T15:46:25.586Z,5.32261,4.33446,-2.85998,-1.16754
2009-07-04T15:46:28.553Z,5.45153,4.44625,-2.93313,-1.16050
2009-07-04T15:46:31.521Z,5.38816,4.36027,-2.99183,-1.03408
2009-07-04T15:46:34.489Z,5.40942,4.39615,-2.91286,-1.20451
2009-07-04T15:46:37.457Z,5.38976,4.49787,-2.51960,-1.57171
2009-07-04T15:46:40.425Z,5.42980,4.47940,-2.48129,-1.80581
2009-07-04T15:46:43.393Z,5.48000,4.45376,-2.83497,-1.46879
2009-07-04T15:46:46.361Z,5.48298,4.48235,-2.72582,-1.59423
2009-07-04T15:46:49.329Z,5.51043,4.42099,-2.85112,-1.64037
2009-07-04T15:46:52.296Z,5.50486,4.47248,-2.80856,-1.55318
2009-07-04T15:46:55.264Z,5.56757,4.45370,-2.93626,-1.59398
2009-07-04T15:46:58.232Z,5.54379,4.44319,-2.89099,-1.62292
2009-07-04T15:47:01.200Z,5.47061,4.42990,-2.80596,-1.55889
2009-07-04T15:47:04.168Z,5.54943,4.53557,-2.79864,-1.54673
2009-07-04T15:47:07.136Z,5.52903,4.48573,-2.82962,-1.56257
2009-07-04T15:47:10.104Z,5.51460,4.41969,-2.87536,-1.61539
2009-07-04T15:47:13.072Z,5.43538,4.38528,-2.73786,-1.67834
2009-07-04T15:47:16.039Z,5.57433,4.30505,-3.02884,-1.83462
2009-07-04T15:47:19.007Z,5.61835,4.42454,-3.04388,-1.65048
2009-07-04T15:47:21.975Z,5.61883,4.42728,-3.01999,-1.68822
2009-07-04T15:47:24.943Z,5.54855,4.41269,-2.95970,-1.59836
2009-07-04T15:47:27.911Z,5.59928,4.32643,-3.13227,-1.68013
2009-07-04T15:47:30.879Z,5.60260,4.43249,-2.92088,-1.79182
2009-07-04T15:47:33.847Z,5.54099,4.23662,-3.11131,-1.75310
2009-07-04T15:47:36.815Z,5.56522,4.16549,-3.28155,-1.68873
2009-07-04T15:47:39.782Z,5.55746,4.18778,-3.28365,-1.60170
2009-07-04T15:47:42.750Z,5.65172,4.28762,-3.31068,-1.61174
2009-07-04T15:47:45.718Z,5.60818,4.18973,-3.38691,-1.55777
2009-07-04T15:47:48.686Z,5.61540,4.17352,-3.40158,-1.59490
2009-07-04T15:47:51.654Z,5.70457,4.25620,-3.48142,-1.51874
2009-07-04T15:47:54.622Z,5.62104,4.18104,-3.41926,-1.55679
2009-07-04T15:47:57.590Z,5.72275,4.28648,-3.42423,-1.62805
2009-07-04T15:48:00.557Z,5.66578,4.19394,-3.42716,-1.66329
2009-07-04T15:48:03.525Z,5.65365,4.24543,-3.38468,-1.57608
2009-07-04T15:48:06.493Z,5.73480,4.21926,-3.52015,-1.64143
2009-07-04T15:48:09.461Z,5.73637,4.19827,-3.49314,-1.75454
2009-07-04T15:48:12.429Z,5.65386,4.07949,-3.50455,-1.74416
2009-07-04T15:48:15.397Z,5.68116,4.13971,-3.49305,-1.71377
2009-07-04T15:48:18.365Z,5.72222,4.21223,-3.54106,-1.56903
2009-07-04T15:48:21.333Z,5.73285,4.36244,-3.47469,-1.32713
2009-07-04T15:48:24.300Z,5.64100,4.15006,-3.44893,-1.64400
2009-07-04T15:48:27.268Z,5.62809,4.18330,-3.35566,-1.70733
2009-07-04T15:48:30.236Z,5.59699,4.17135,-3.30946,-1.72443
2009-07-04T15:48:33.204Z,5.63831,4.16922,-3.28169,-1.90753
2009-07-04T15:48:36.172Z,5.51133,4.14976,-2.93654,-2.12860
2009-07-04T15:48:39.140Z,5.49811,4.18361,-2.90792,-2.06654
2009-07-04T15:48:42.108Z,5.50348,4.23884,-2.98321,-1.84959
2009-07-04T15:48:45.076Z,5.48119,4.22155,-3.01037,-1.77753
2009-07-04T15:48:48.043Z,5.49870,4.23945,-3.04775,-1.72451
2009-07-04T15:48:51.011Z,5.51621,4.26344,-3.10209,-1.62132
2009-07-04T15:48:53.979Z,5.48820,4.18010,-3.17500,-1.60203
2009-07-04T15:48:56.947Z,5.47153,4.10237,-3.22580,-1.64393
2009-07-04T15:48:59.915Z,5.41858,3.94460,-3.21058,-1.86906
2009-07-04T15:49:02.883Z,5.48224,3.88207,-3.38618,-1.87571
2009-07-04T15:49:05.851Z,5.45057,3.86808,-3.27435,-2.00631
2009-07-04T15:49:08.819Z,5.46978,3.92686,-3.26199,-1.96410
2009-07-04T15:49:11.786Z,5.47907,4.00386,-3.12066,-2.06174
2009-07-04T15:49:14.754Z,5.49499,3.92304,-3.18185,-2.16345
2009-07-04T15:49:17.722Z,5.42243,4.01104,-2.84368,-2.28644
2009-07-04T15:49:20.690Z,5.39700,3.87060,-2.98101,-2.29339
2009-07-04T15:49:23.658Z,5.43188,4.21822,-2.28962,-2.54353
2009-07-04T15:49:26.626Z,5.31393,4.07475,-2.33608,-2.48534
2009-07-04T15:49:29.594Z,5.35658,4.09100,-2.38475,-2.50393
2009-07-04T15:49:32.562Z,5.39596,4.00039,-2.77229,-2.32972
2009-07-04T15:49:35.529Z,5.30286,4.06923,-2.60135,-2.18966
2009-07-04T15:49:38.497Z,5.36159,4.20558,-2.73030,-1.89874
2009-07-04T15:49:41.465Z,5.26879,4.18451,-2.57624,-1.90079
2009-07-04T15:49:44.433Z,5.33054,4.25985,-2.44614,-2.06995
2009-07-04T15:49:47.401Z,5.39502,4.11850,-2.56861,-2.35508
2009-07-04T15:49:50.369Z,5.35021,3.89021,-2.78844,-2.39072
2009-07-04T15:49:53.337Z,5.40642,3.79847,-3.00862,-2.39773
2009-07-04T15:49:56.305Z,5.47779,3.95876,-3.01208,-2.29385
2009-07-04T15:49:59.272Z,5.43131,3.87864,-3.10024,-2.20086
2009-07-04T15:50:02.240Z,5.42085,3.83228,-3.19773,-2.11513
2009-07-04T15:50:05.208Z,5.43098,3.81094,-3.21532,-2.15267
2009-07-04T15:50:08.176Z,5.41874,3.87577,-3.09822,-2.17765
2009-07-04T15:50:11.144Z,5.45849,3.87703,-3.29125,-1.98278
2009-07-04T15:50:14.112Z,5.49646,3.87681,-3.30328,-2.06634
2009-07-04T15:50:17.080Z,5.53725,3.90318,-3.32027,-2.09814
2009-07-04T15:50:20.047Z,5.51889,3.88219,-3.35140,-2.03833
2009-07-04T15:50:23.015Z,5.47148,3.83292,-3.32539,-2.04636
2009-07-04T15:50:25.983Z,5.51646,3.85764,-3.41200,-1.97693
2009-07-04T15:50:28.951Z,5.53181,3.87111,-3.36278,-2.07537
2009-07-04T15:50:31.919Z,5.52198,3.89006,-3.32412,-2.07604
2009-07-04T15:50:34.887Z,5.43310,3.88963,-3.18365,-2.06245
2009-07-04T15:50:37.855Z,5.45521,3.82897,-3.27752,-2.08714
2009-07-04T15:50:40.823Z,5.47873,3.78704,-3.40331,-2.02295
2009-07-04T15:50:43.790Z,5.47451,3.65473,-3.62345,-1.86651
2009-07-04T15:50:46.758Z,5.56040,3.58577,-3.82685,-1.84810
2009-07-04T15:50:49.726Z,5.55588,3.82679,-3.46714,-2.04998
2009-07-04T15:50:52.694Z,5.48033,3.73460,-3.48356,-1.98788
2009-07-04T15:50:55.662Z,5.39169,3.69472,-3.39373,-1.97534
2009-07-04T15:50:58.630Z,5.37712,3.70102,-3.34017,-2.01474
2009-07-04T15:51:01.598Z,5.39701,3.67469,-3.38641,-2.03878
2009-07-04T15:51:04.566Z,5.41928,3.73252,-3.35404,-2.04630
2009-07-04T15:51:07.533Z,5.40709,3.70819,-3.34421,-2.07418
2009-07-04T15:51:10.501Z,5.38052,3.72318,-3.25809,-2.11489
2009-07-04T15:51:13.469Z,5.40138,3.78983,-3.21883,-2.10978
2009-07-04T15:51:16.437Z,5.36304,3.69029,-3.36490,-1.95486
2009-07-04T15:51:19.405Z,5.46058,3.77727,-3.44752,-1.91434
2009-07-04T15:51:22.373Z,5.30619,3.56724,-3.49557,-1.79202
2009-07-04T15:51:25.341Z,5.29193,3.40036,-3.77064,-1.49145
2009-07-04T15:51:28.309Z,5.23426,3.43703,-3.62199,-1.57018
2009-07-04T15:51:31.276Z,5.26464,3.42143,-3.64299,-1.65498
2009-07-04T15:51:34.244Z,5.27062,3.36147,-3.70560,-1.65787
2009-07-04T15:51:37.212Z,5.17752,3.36487,-3.58696,-1.61805
2009-07-04T15:51:40.180Z,5.36698,3.42377,-3.82333,-1.56984
2009-07-04T15:51:43.148Z,5.28332,3.37424,-3.80456,-1.43290
2009-07-04T15:51:46.116Z,5.29760,3.28478,-3.96716,-1.23953
2009-07-04T15:51:49.084Z,5.26326,3.29543,-3.92662,-1.19317
2009-07-04T15:51:52.052Z,5.29409,3.38785,-3.83941,-1.34492
2009-07-04T15:51:55.019Z,5.32260,3.33875,-3.96104,-1.22187
2009-07-04T15:51:57.987Z,5.34330,3.23837,-4.05419,-1.27565
2009-07-04T15:52:00.955Z,5.29561,3.27453,-3.91430,-1.41395
2009-07-04T15:52:03.923Z,5.24419,3.25572,-3.86701,-1.39573
2009-07-04T15:52:06.891Z,5.18964,3.20823,-3.79693,-1.49097
2009-07-04T15:52:09.859Z,5.24675,3.24433,-3.87528,-1.40887
2009-07-04T15:52:12.827Z,5.35711,3.21752,-4.11092,-1.20271
2009-07-04T15:52:15.795Z,5.28183,3.23369,-3.97429,-1.28297
2009-07-04T15:52:18.762Z,5.16397,3.05186,-3.94723,-1.33124
2009-07-04T15:52:21.730Z,5.18074,3.09157,-3.94790,-1.30245
2009-07-04T15:52:24.698Z,5.18953,3.13098,-3.94538,-1.24985
2009-07-04T15:52:27.666Z,5.16014,3.06277,-3.95796,-1.25740
2009-07-04T15:52:30.634Z,5.16907,3.05395,-4.02348,-1.09743
2009-07-04T15:52:33.602Z,5.19397,2.86868,-4.22182,-0.961412
2009-07-04T15:52:36.570Z,5.19739,2.91995,-4.19165,-0.957523
2009-07-04T15:52:39.537Z,5.17438,3.00959,-4.12376,-0.843323
2009-07-04T15:52:42.505Z,5.14450,2.96618,-4.06811,-1.05740
2009-07-04T15:52:45.473Z,5.03768,2.82615,-3.94211,-1.36047
2009-07-04T15:52:48.441Z,5.12022,2.86429,-4.02774,-1.33785
2009-07-04T15:52:51.409Z,5.03560,2.85485,-3.99953,-1.10040
2009-07-04T15:52:54.377Z,5.11793,2.87314,-4.11418,-1.00590
2009-07-04T15:52:57.345Z,5.11394,2.91513,-4.08609,-0.978894
2009-07-04T15:53:00.313Z,5.19278,2.86172,-4.28819,-0.622029
2009-07-04T15:53:03.280Z,5.16575,2.81942,-4.25424,-0.798302
2009-07-04T15:53:06.248Z,5.15897,2.86076,-4.20920,-0.844820
2009-07-04T15:53:09.216Z,5.15035,2.87953,-4.19309,-0.807747
2009-07-04T15:53:12.184Z,5.19466,2.91533,-4.20956,-0.874635
2009-07-04T15:53:15.152Z,5.18313,2.91678,-4.18626,-0.912404
2009-07-04T15:53:18.120Z,5.13480,2.94155,-4.11341,-0.890668
2009-07-04T15:53:21.088Z,5.08624,2.88522,-4.07421,-0.972690
2009-07-04T15:53:24.056Z,5.15379,2.99534,-4.07108,-1.00786
2009-07-04T15:53:27.023Z,5.13919,2.91557,-4.11455,-0.990562
2009-07-04T15:53:29.991Z,5.16551,2.92563,-4.15510,-0.926449
2009-07-04T15:53:32.959Z,5.10991,2.88731,-4.15073,-0.738973
2009-07-04T15:53:35.927Z,5.18936,2.97667,-4.22598,-0.458135
2009-07-04T15:53:38.895Z,5.17471,2.94880,-4.22160,-0.510160
2009-07-04T15:53:41.863Z,5.22041,2.85205,-4.32430,-0.647242
2009-07-04T15:53:44.831Z,5.19192,2.89361,-4.26738,-0.610284
2009-07-04T15:53:47.799Z,5.17786,2.92346,-4.23977,-0.536560
2009-07-04T15:53:50.766Z,5.08653,2.76386,-4.22874,-0.593008
2009-07-04T15:53:53.734Z,5.06395,2.76358,-4.20143,-0.595144
2009-07-04T15:53:56.702Z,5.15548,2.92190,-4.21317,-0.539158
2009-07-04T15:53:59.670Z,5.14556,2.90700,-4.20282,-0.602062
2009-07-04T15:54:02.638Z,5.14370,2.97797,-4.14202,-0.658089
2009-07-04T15:54:05.606Z,5.10412,2.82521,-4.21501,-0.551298
2009-07-04T15:54:08.574Z,5.15116,2.90730,-4.20591,-0.626412
2009-07-04T15:54:11.542Z,5.14086,2.83052,-4.21782,-0.791562
2009-07-04T15:54:14.509Z,5.18780,2.98110,-4.19497,-0.654686
2009-07-04T15:54:17.477Z,5.26149,3.09202,-4.21045,-0.628271
2009-07-04T15:54:20.445Z,5.17915,2.94619,-4.21208,-0.634001
2009-07-04T15:54:23.413Z,5.09606,2.93639,-4.11135,-0.666501
2009-07-04T15:54:26.381Z,5.18625,3.11862,-4.10406,-0.572836
2009-07-04T15:54:29.349Z,5.17716,3.08755,-4.11895,-0.551663
2009-07-04T15:54:32.317Z,5.14611,2.97719,-4.15797,-0.574542
2009-07-04T15:54:35.285Z,5.20160,3.00291,-4.21685,-0.507291
2009-07-04T15:54:38.252Z,5.11705,2.85786,-4.20224,-0.598323
2009-07-04T15:54:41.220Z,5.10739,2.78578,-4.24122,-0.580454
2009-07-04T15:54:44.188Z,5.09446,2.73518,-4.26425,-0.537017
2009-07-04T15:54:47.156Z,5.14538,2.93889,-4.18201,-0.590425
2009-07-04T15:54:50.124Z,5.05511,2.80142,-4.17206,-0.547797
2009-07-04T15:54:53.092Z,5.16008,2.92112,-4.22899,-0.457253
2009-07-04T15:54:56.060Z,5.06577,2.85591,-4.15748,-0.470326
2009-07-04T15:54:59.027Z,5.09305,2.88839,-4.16750,-0.477898
2009-07-04T15:55:01.995Z,5.14430,2.89842,-4.23229,-0.388091
2009-07-04T15:55:04.963Z,5.15246,2.94359,-4.20907,-0.408475
