UT__yyyy-mm-ddThh:mm:ss.sssZ,FGS-D_B_TOTAL__nT_(All_Qs),BX_FGS-D_(@_1_)_nT_GSM_(All_Qs),BY_FGS-D_(@_2_)_nT_GSM_(All_Qs),BZ_FGS-D_(@_3_)_nT_GSM_(All_Qs)
2009-07-04T20:29:54.468Z,10.7312,5.53902,-8.13609,-4.27571
2009-07-04T20:29:57.436Z,9.41511,4.85653,-7.19612,-3.64340
2009-07-04T20:30:00.404Z,9.20782,4.94461,-6.68240,-3.95985
2009-07-04T20:30:03.372Z,11.8614,5.42607,-9.37044,-4.84209
2009-07-04T20:30:06.340Z,11.6780,6.08091,-8.59520,-5.05181
2009-07-04T20:30:09.307Z,10.4646,4.67557,-8.04171,-4.79361
2009-07-04T20:30:12.275Z,12.0213,5.63845,-9.21779,-5.26802
2009-07-04T20:30:15.243Z,12.2736,6.79720,-8.16040,-6.15199
2009-07-04T20:30:18.211Z,14.7276,8.11446,-10.1583,-6.91859
2009-07-04T20:30:21.179Z,15.7044,10.1267,-10.2690,-6.21489
2009-07-04T20:30:24.147Z,15.7887,10.1684,-9.98242,-6.79989
2009-07-04T20:30:27.115Z,12.9950,7.48612,-9.39365,-4.95854
2009-07-04T20:30:30.083Z,13.0865,7.06196,-9.79517,-5.04381
2009-07-04T20:30:33.050Z,12.4559,7.29157,-8.59968,-5.29405
2009-07-04T20:30:36.018Z,12.5927,6.33893,-9.28182,-5.67826
2009-07-04T20:30:38.986Z,12.7621,6.73271,-9.03341,-5.99503
2009-07-04T20:30:41.954Z,10.2709,6.12095,-7.02828,-4.31610
2009-07-04T20:30:44.922Z,12.8688,6.71326,-9.21091,-5.97468
2009-07-04T20:30:47.890Z,16.6545,10.5931,-10.7067,-7.10796
2009-07-04T20:30:50.858Z,15.1616,9.69939,-10.2279,-5.58454
2009-07-04T20:30:53.826Z,15.4085,9.69273,-9.68465,-7.04853
2009-07-04T20:30:56.793Z,16.3008,9.32809,-11.5702,-6.69581
2009-07-04T20:30:59.761Z,16.2201,10.9266,-9.87785,-6.79192
2009-07-04T20:31:02.729Z,17.0224,9.08327,-12.0661,-7.85263
2009-07-04T20:31:05.697Z,17.4336,10.7935,-10.8292,-8.37617
2009-07-04T20:31:08.665Z,17.1302,10.2219,-11.8035,-7.04527
2009-07-04T20:31:11.633Z,17.8147,10.5873,-13.3872,-5.10445
2009-07-04T20:31:14.601Z,12.1431,9.33409,-6.89429,-3.57733
2009-07-04T20:31:17.569Z,12.4962,6.66457,-9.24431,-5.12658
2009-07-04T20:31:20.536Z,13.8498,9.01848,-9.88170,-3.58293
2009-07-04T20:31:23.504Z,12.5540,7.62606,-8.71432,-4.84837
2009-07-04T20:31:26.472Z,14.3191,7.83353,-10.6380,-5.52312
2009-07-04T20:31:29.440Z,13.2351,7.63964,-9.70379,-4.75830
2009-07-04T20:31:32.408Z,12.2414,6.08368,-10.0242,-3.51520
2009-07-04T20:31:35.376Z,13.3773,8.25841,-9.73559,-3.99599
2009-07-04T20:31:38.344Z,11.9715,6.84681,-9.14184,-3.58685
2009-07-04T20:31:41.312Z,10.6989,6.78637,-7.67118,-3.09262
2009-07-04T20:31:44.279Z,9.24733,6.20230,-6.13565,-3.06568
2009-07-04T20:31:47.247Z,12.0253,7.06913,-9.43328,-2.37675
2009-07-04T20:31:50.215Z,12.4152,7.73470,-9.36981,-2.55315
2009-07-04T20:31:53.183Z,13.3725,8.00153,-10.0039,-3.83680
2009-07-04T20:31:56.151Z,11.1582,7.74658,-7.06888,-3.81139
2009-07-04T20:31:59.119Z,13.4400,8.18988,-10.0218,-3.62264
2009-07-04T20:32:02.087Z,15.6911,9.90212,-11.7051,-3.33897
2009-07-04T20:32:05.055Z,13.4989,8.66497,-10.0557,-2.45363
2009-07-04T20:32:08.022Z,10.7917,6.89085,-7.72394,-3.05258
2009-07-04T20:32:10.990Z,10.3948,6.26322,-7.76176,-2.92890
2009-07-04T20:32:13.958Z,10.9971,6.29845,-8.72626,-2.26250
2009-07-04T20:32:16.926Z,12.2626,7.27878,-9.23134,-3.48881
2009-07-04T20:32:19.894Z,11.0510,6.41348,-8.56969,-2.74797
2009-07-04T20:32:22.862Z,11.7267,5.69815,-9.71062,-3.27871
2009-07-04T20:32:25.830Z,12.1422,6.90470,-9.46780,-3.18106
2009-07-04T20:32:28.798Z,10.5404,5.66253,-8.10737,-3.64770
2009-07-04T20:32:31.765Z,10.7840,5.32102,-8.83463,-3.15125
2009-07-04T20:32:34.733Z,9.61619,3.94371,-8.33179,-2.73854
2009-07-04T20:32:37.701Z,9.65787,4.69973,-7.94725,-2.83342
2009-07-04T20:32:40.669Z,11.4948,6.15805,-9.18155,-3.14762
2009-07-04T20:32:43.637Z,15.5197,9.00616,-11.5314,-5.17454
2009-07-04T20:32:46.605Z,17.4492,11.2664,-12.0762,-5.63113
2009-07-04T20:32:49.573Z,18.0889,12.8130,-11.4029,-5.74532
2009-07-04T20:32:52.541Z,18.7323,11.8890,-13.7926,-4.39487
2009-07-04T20:32:55.508Z,15.4856,10.9364,-10.6022,-2.79138
2009-07-04T20:32:58.476Z,11.9436,7.67291,-8.95872,-1.87559
2009-07-04T20:33:01.444Z,11.5213,6.00541,-9.72305,-1.46229
2009-07-04T20:33:04.412Z,10.0434,5.56810,-8.30464,-0.948056
2009-07-04T20:33:07.380Z,11.1030,6.32886,-9.11759,0.301913
2009-07-04T20:33:10.348Z,12.3949,7.40811,-9.90458,-0.807523
2009-07-04T20:33:13.316Z,9.46722,6.62644,-6.72996,-0.652804
2009-07-04T20:33:16.284Z,15.2445,9.38131,-11.7234,-2.63560
2009-07-04T20:33:19.251Z,18.9012,12.6329,-13.2293,-4.75915
2009-07-04T20:33:22.219Z,19.1636,13.9585,-12.5331,-3.91430
2009-07-04T20:33:25.187Z,15.0742,10.7424,-10.3023,-2.38611
2009-07-04T20:33:28.155Z,10.3765,5.87255,-8.41818,-1.52303
2009-07-04T20:33:31.123Z,10.1982,5.46036,-8.25442,-2.46009
2009-07-04T20:33:34.091Z,11.1135,5.67227,-9.39768,-1.73765
2009-07-04T20:33:37.059Z,13.2901,7.32772,-9.98386,-4.82234
2009-07-04T20:33:40.027Z,16.2734,9.30636,-12.2247,-5.36403
2009-07-04T20:33:42.994Z,16.0152,11.7136,-9.15154,-5.96064
2009-07-04T20:33:45.962Z,15.6726,9.64389,-11.0249,-5.57482
2009-07-04T20:33:48.930Z,17.8037,12.0206,-12.1265,-5.04217
2009-07-04T20:33:51.898Z,17.3175,9.79123,-14.0097,-2.78479
2009-07-04T20:33:54.866Z,15.2075,10.6715,-10.7491,-1.35747
2009-07-04T20:33:57.834Z,13.4109,7.14213,-10.1857,-5.00928
2009-07-04T20:34:00.802Z,11.6603,6.29990,-9.32658,-3.04756
2009-07-04T20:34:03.770Z,11.3562,5.54899,-9.35468,-3.26523
2009-07-04T20:34:06.737Z,13.7403,7.78060,-10.8258,-3.32551
2009-07-04T20:34:09.705Z,13.9510,7.76876,-10.7602,-4.30049
2009-07-04T20:34:12.673Z,12.1728,8.67857,-8.32783,-1.87240
2009-07-04T20:34:15.641Z,12.9402,5.32366,-11.0765,-4.05196
2009-07-04T20:34:18.609Z,10.6870,6.97088,-8.08157,-0.554231
2009-07-04T20:34:21.577Z,13.2861,7.46853,-10.7528,-2.26245
2009-07-04T20:34:24.545Z,13.6684,6.82672,-11.7058,-1.78751
2009-07-04T20:34:27.513Z,10.5688,7.63701,-7.12653,-1.60904
2009-07-04T20:34:30.480Z,11.2359,6.40273,-9.10433,-1.53681
2009-07-04T20:34:33.448Z,11.2473,6.13278,-9.32432,-1.39565
2009-07-04T20:34:36.416Z,9.92544,5.60343,-8.00482,-1.74319
2009-07-04T20:34:39.384Z,12.0995,6.35930,-10.1722,-1.57581
2009-07-04T20:34:42.352Z,10.9995,7.44422,-7.87752,-1.87554
2009-07-04T20:34:45.320Z,14.8228,8.79035,-11.7867,-1.87567
2009-07-04T20:34:48.288Z,15.7597,10.5284,-10.9494,-4.19889
2009-07-04T20:34:51.256Z,15.3957,9.09727,-11.6501,-4.30614
2009-07-04T20:34:54.223Z,13.8086,8.80041,-9.86092,-3.99896
2009-07-04T20:34:57.191Z,12.7816,6.75067,-10.0321,-4.14184
2009-07-04T20:35:00.159Z,10.6661,6.59286,-7.91208,-2.77466
2009-07-04T20:35:03.127Z,11.3700,6.00542,-8.62733,-4.33365
2009-07-04T20:35:06.095Z,15.2304,9.25356,-10.6881,-5.66570
2009-07-04T20:35:09.063Z,12.9179,8.24771,-8.61897,-4.95576
2009-07-04T20:35:12.031Z,9.76796,5.40306,-7.58975,-2.93526
2009-07-04T20:35:14.999Z,9.43625,5.12406,-7.10026,-3.51755
2009-07-04T20:35:17.966Z,10.5268,3.95440,-9.22696,-3.16844
2009-07-04T20:35:20.934Z,11.6009,6.21972,-8.71450,-4.46679
2009-07-04T20:35:23.902Z,13.2995,7.92430,-9.52905,-4.82495
2009-07-04T20:35:26.870Z,15.8137,9.61576,-11.9336,-3.89849
2009-07-04T20:35:29.838Z,12.9285,8.30209,-9.30915,-3.40031
2009-07-04T20:35:32.806Z,13.0914,7.46683,-9.95804,-4.05812
2009-07-04T20:35:35.774Z,10.7460,7.06853,-7.87090,-1.88736
2009-07-04T20:35:38.742Z,13.1877,7.46687,-10.3412,-3.34969
2009-07-04T20:35:41.709Z,15.6713,8.83016,-12.5453,-3.19909
2009-07-04T20:35:44.677Z,16.5372,10.8163,-12.0602,-3.32225
2009-07-04T20:35:47.645Z,17.0039,10.5519,-12.4289,-4.82813
2009-07-04T20:35:50.613Z,15.3954,9.78718,-11.0237,-4.43919
2009-07-04T20:35:53.581Z,12.5630,7.09980,-9.91517,-3.01853
2009-07-04T20:35:56.549Z,11.1323,5.18360,-9.07935,-3.82406
2009-07-04T20:35:59.517Z,10.5582,6.15111,-8.17674,-2.60383
2009-07-04T20:36:02.485Z,10.3955,4.88880,-8.30672,-3.89404
2009-07-04T20:36:05.452Z,12.8026,6.55822,-10.2660,-3.93764
2009-07-04T20:36:08.420Z,11.9081,6.69805,-8.45059,-5.05249
2009-07-04T20:36:11.388Z,9.77181,5.15457,-7.39240,-3.77773
2009-07-04T20:36:14.356Z,12.4472,7.98571,-8.47910,-4.38945
2009-07-04T20:36:17.324Z,13.7787,8.03915,-9.86827,-5.27662
2009-07-04T20:36:20.292Z,9.83219,5.88895,-7.24431,-3.08418
2009-07-04T20:36:23.260Z,10.0132,4.65881,-7.80991,-4.19111
2009-07-04T20:36:26.228Z,10.6142,3.53741,-9.99383,-0.520534
2009-07-04T20:36:29.195Z,11.3706,6.81411,-9.10202,0.107854
2009-07-04T20:36:32.163Z,11.7023,7.02577,-9.25247,-1.40510
2009-07-04T20:36:35.131Z,11.2210,6.46089,-9.17265,-0.176681
2009-07-04T20:36:38.099Z,12.5371,8.09106,-9.46430,-1.46341
2009-07-04T20:36:41.067Z,14.8073,9.12167,-11.4664,-2.13816
2009-07-04T20:36:44.035Z,14.5909,8.90794,-11.2071,-2.81857
2009-07-04T20:36:47.003Z,15.0922,9.92054,-11.3704,-0.267146
2009-07-04T20:36:49.971Z,11.6270,8.33411,-7.93298,-1.67266
2009-07-04T20:36:52.938Z,10.0115,4.52129,-8.91103,0.617435
2009-07-04T20:36:55.906Z,10.4789,5.90729,-8.64412,-0.435947
2009-07-04T20:36:58.874Z,11.5332,5.11714,-10.3356,-0.0633729
2009-07-04T20:37:01.842Z,10.9209,5.98158,-9.08990,0.927684
2009-07-04T20:37:04.810Z,10.3342,4.59859,-9.16238,-1.30351
2009-07-04T20:37:07.778Z,10.5377,4.81552,-9.28721,1.26523
2009-07-04T20:37:10.746Z,11.6182,6.83350,-9.39172,-0.286562
2009-07-04T20:37:13.714Z,13.1622,6.69305,-11.3024,-0.837254
2009-07-04T20:37:16.681Z,14.3971,8.60501,-11.4702,1.28993
2009-07-04T20:37:19.649Z,15.0388,8.50392,-12.3017,-1.58649
2009-07-04T20:37:22.617Z,14.2609,8.76550,-11.2212,-0.790376
2009-07-04T20:37:25.585Z,16.6915,10.3663,-13.0599,-0.765290
2009-07-04T20:37:28.553Z,16.3745,10.0307,-12.9064,-0.966369
2009-07-04T20:37:31.521Z,13.7666,9.54607,-9.67913,-2.16941
2009-07-04T20:37:34.489Z,13.4872,8.46160,-10.3138,-1.98260
2009-07-04T20:37:37.457Z,12.5745,7.91755,-9.34962,-2.83118
2009-07-04T20:37:40.424Z,12.9890,6.47723,-11.1519,-1.54777
2009-07-04T20:37:43.392Z,13.4690,7.39193,-11.0064,-2.37329
2009-07-04T20:37:46.360Z,11.2621,5.82448,-9.63128,-0.386964
2009-07-04T20:37:49.328Z,11.7028,7.12460,-9.21851,-1.10190
2009-07-04T20:37:52.296Z,13.2408,6.33415,-11.3965,-2.30584
2009-07-04T20:37:55.264Z,12.0278,6.67905,-9.78493,-2.07701
2009-07-04T20:37:58.232Z,9.94195,5.20062,-8.38194,-1.24056
2009-07-04T20:38:01.200Z,9.62854,5.06123,-7.97289,-1.87770
2009-07-04T20:38:04.167Z,11.0152,5.40964,-9.57080,-0.685070
2009-07-04T20:38:07.135Z,13.5167,8.89069,-9.78466,-2.81382
2009-07-04T20:38:10.103Z,15.4482,9.26258,-11.9745,-3.07626
2009-07-04T20:38:13.071Z,17.5739,11.8273,-12.7510,-2.52349
2009-07-04T20:38:16.039Z,17.1868,11.9611,-11.8275,-3.52530
2009-07-04T20:38:19.007Z,12.0338,6.79299,-9.81756,-1.51122
2009-07-04T20:38:21.975Z,10.6067,6.16070,-8.55237,-1.18555
2009-07-04T20:38:24.943Z,10.2007,3.86945,-9.02883,-2.75005
2009-07-04T20:38:27.910Z,10.4085,5.03728,-9.10662,-0.179013
2009-07-04T20:38:30.878Z,13.4153,8.90678,-9.67820,-2.64019
2009-07-04T20:38:33.846Z,13.4936,8.86607,-9.80698,-2.70064
2009-07-04T20:38:36.814Z,12.5274,7.52679,-9.88705,-1.59040
2009-07-04T20:38:39.782Z,10.2552,6.50492,-7.61759,-2.19697
2009-07-04T20:38:42.750Z,9.90421,3.34026,-9.11665,-1.95517
2009-07-04T20:38:45.718Z,10.6081,5.10592,-9.10098,-1.90640
2009-07-04T20:38:48.686Z,12.5882,7.40850,-9.89423,-2.38352
2009-07-04T20:38:51.653Z,13.6429,8.06268,-10.5687,-3.06975
2009-07-04T20:38:54.621Z,12.8874,7.44146,-10.3553,-1.86487
2009-07-04T20:38:57.589Z,11.8853,8.40797,-8.05599,-2.38069
2009-07-04T20:39:00.557Z,11.9875,7.40465,-8.90641,-3.08970
2009-07-04T20:39:03.525Z,13.8659,8.29714,-10.8004,-2.60251
2009-07-04T20:39:06.493Z,11.9471,6.34979,-9.76261,-2.66528
2009-07-04T20:39:09.461Z,10.2258,5.62917,-8.51711,-0.580941
2009-07-04T20:39:12.429Z,9.60048,4.98241,-7.95038,-2.03379
2009-07-04T20:39:15.396Z,9.78572,4.50062,-8.64427,-0.884007
2009-07-04T20:39:18.364Z,12.0639,6.04735,-9.95402,-3.14392
2009-07-04T20:39:21.332Z,10.2105,5.14553,-7.49153,-4.65352
2009-07-04T20:39:24.300Z,11.0375,5.91005,-7.85141,-5.02534
2009-07-04T20:39:27.268Z,12.7283,7.01098,-9.76307,-4.18777
2009-07-04T20:39:30.236Z,13.6996,5.78438,-12.4153,-0.285390
2009-07-04T20:39:33.204Z,11.5688,8.16336,-8.18774,0.395814
2009-07-04T20:39:36.172Z,10.7788,5.44789,-9.25753,-0.895467
2009-07-04T20:39:39.139Z,13.0065,7.79818,-10.2770,-1.65511
2009-07-04T20:39:42.107Z,14.4957,7.88031,-11.7738,-3.06651
2009-07-04T20:39:45.075Z,13.9702,8.57040,-10.9839,-1.03345
2009-07-04T20:39:48.043Z,13.8339,7.82819,-11.2210,-2.04555
2009-07-04T20:39:51.011Z,13.1459,7.69621,-10.5919,-1.18068
2009-07-04T20:39:53.979Z,14.5164,8.29358,-11.7168,-2.15884
2009-07-04T20:39:56.947Z,15.3624,8.04428,-13.0457,-1.04976
2009-07-04T20:39:59.915Z,12.8298,7.93700,-10.0195,-1.10412
2009-07-04T20:40:02.882Z,10.8862,5.54963,-9.28294,-1.24043
2009-07-04T20:40:05.850Z,9.91968,4.47389,-8.71984,-1.53259
2009-07-04T20:40:08.818Z,10.9724,6.26259,-8.97532,0.785287
2009-07-04T20:40:11.786Z,14.5510,7.83375,-12.2620,0.0820819
2009-07-04T20:40:14.754Z,13.1513,5.89404,-11.2141,3.52993
2009-07-04T20:40:17.722Z,10.4545,5.29355,-8.26040,3.61116
2009-07-04T20:40:20.690Z,11.9525,8.01134,-8.66554,1.89427
2009-07-04T20:40:23.658Z,11.5068,4.33017,-10.3748,2.45345
2009-07-04T20:40:26.625Z,10.6169,5.23217,-8.46735,3.69410
2009-07-04T20:40:29.593Z,14.9413,5.72226,-12.7664,5.24572
2009-07-04T20:40:32.561Z,14.9933,6.89450,-11.6388,6.46550
2009-07-04T20:40:35.529Z,9.08922,4.97122,-6.82897,3.35650
2009-07-04T20:40:38.497Z,13.2316,4.60669,-10.8729,5.96941
2009-07-04T20:40:41.465Z,12.3571,6.65493,-8.98549,5.26024
2009-07-04T20:40:44.433Z,10.2971,4.20043,-8.57510,3.85415
2009-07-04T20:40:47.401Z,13.2577,4.97226,-10.2823,6.73177
2009-07-04T20:40:50.368Z,8.86103,5.43593,-5.33241,4.53144
2009-07-04T20:40:53.336Z,10.4143,4.40617,-7.24954,6.04047
2009-07-04T20:40:56.304Z,11.9124,4.01071,-9.06176,6.61096
2009-07-04T20:40:59.272Z,9.74363,5.09131,-6.66428,4.96027
2009-07-04T20:41:02.240Z,13.2105,5.44077,-11.0249,4.83391
2009-07-04T20:41:05.208Z,13.3515,7.63605,-9.43885,5.55523
2009-07-04T20:41:08.176Z,10.6505,4.42165,-8.26652,5.05431
2009-07-04T20:41:11.144Z,10.8592,4.69327,-8.53250,4.80551
2009-07-04T20:41:14.111Z,12.0726,4.84603,-9.10878,6.26855
2009-07-04T20:41:17.079Z,13.2117,5.18108,-10.1103,6.74447
2009-07-04T20:41:20.047Z,16.0238,7.40690,-12.4752,6.80213
2009-07-04T20:41:23.015Z,14.9296,6.35423,-12.1307,5.94671
2009-07-04T20:41:25.983Z,16.7853,8.54362,-13.0930,6.10956
2009-07-04T20:41:28.951Z,18.2513,9.68690,-13.7289,7.12683
2009-07-04T20:41:31.919Z,20.2762,10.7841,-13.9815,9.96718
2009-07-04T20:41:34.887Z,14.6630,5.98156,-7.98046,10.7488
2009-07-04T20:41:37.854Z,13.7492,4.60180,-6.49345,11.2116
2009-07-04T20:41:40.822Z,15.4378,5.30032,-9.79779,10.6881
2009-07-04T20:41:43.790Z,15.4039,5.47326,-9.12798,11.1358
2009-07-04T20:41:46.758Z,14.7279,5.63072,-10.6993,8.41023
2009-07-04T20:41:49.726Z,15.2987,6.35274,-12.0953,6.88439
2009-07-04T20:41:52.694Z,14.1167,6.18327,-11.5207,5.32165
2009-07-04T20:41:55.662Z,16.2440,5.70951,-12.5912,8.52832
2009-07-04T20:41:58.630Z,17.4780,7.98375,-14.7535,4.90675
2009-07-04T20:42:01.597Z,15.3959,6.24375,-12.5576,6.35269
2009-07-04T20:42:04.565Z,13.8105,5.54301,-10.9720,6.29444
2009-07-04T20:42:07.533Z,12.2497,4.79368,-9.70551,5.73398
2009-07-04T20:42:10.501Z,13.1265,4.51169,-10.5256,6.41556
2009-07-04T20:42:13.469Z,14.3440,4.36468,-11.6076,7.20850
2009-07-04T20:42:16.437Z,13.4747,5.38535,-11.6612,4.07235
2009-07-04T20:42:19.405Z,16.3581,6.48379,-13.0550,7.42399
2009-07-04T20:42:22.373Z,17.0182,8.51258,-12.5749,7.68297
2009-07-04T20:42:25.340Z,13.1031,5.78607,-9.75344,6.56379
2009-07-04T20:42:28.308Z,15.7219,6.81608,-12.3828,6.88369
2009-07-04T20:42:31.276Z,17.6156,6.98136,-12.5466,10.2056
2009-07-04T20:42:34.244Z,14.9068,6.56605,-11.5283,6.79692
2009-07-04T20:42:37.212Z,16.4766,6.88444,-13.6144,6.22356
2009-07-04T20:42:40.180Z,15.9383,6.43237,-12.9235,6.75568
2009-07-04T20:42:43.148Z,14.0430,5.16358,-11.1234,6.84196
2009-07-04T20:42:46.116Z,13.4407,5.88272,-9.84402,7.01016
2009-07-04T20:42:49.083Z,13.7032,6.71895,-10.4775,5.73201
2009-07-04T20:42:52.051Z,13.5909,5.34217,-10.0238,7.46314
2009-07-04T20:42:55.019Z,12.9991,5.92466,-9.61106,6.44232
2009-07-04T20:42:57.987Z,13.8080,4.64729,-11.5214,6.02670
2009-07-04T20:43:00.955Z,13.3628,6.64974,-9.78428,6.21393
2009-07-04T20:43:03.923Z,14.3552,5.63581,-12.1545,5.15543
2009-07-04T20:43:06.891Z,12.2357,4.98990,-9.93291,5.11384
2009-07-04T20:43:09.859Z,12.0205,4.71108,-9.18313,6.16175
2009-07-04T20:43:12.826Z,11.1207,4.69234,-9.29360,3.90922
2009-07-04T20:43:15.794Z,12.0311,6.13671,-10.0588,2.43108
2009-07-04T20:43:18.762Z,11.5254,4.19960,-8.76318,6.19719
2009-07-04T20:43:21.730Z,11.0384,4.86826,-8.36610,5.30609
2009-07-04T20:43:24.698Z,12.2509,3.82262,-9.41512,6.84301
2009-07-04T20:43:27.666Z,15.0290,4.44056,-11.1098,9.09523
2009-07-04T20:43:30.634Z,15.0141,5.74285,-9.66092,9.95539
2009-07-04T20:43:33.602Z,14.4927,4.86659,-9.49066,9.81227
2009-07-04T20:43:36.569Z,15.0159,6.00940,-8.83912,10.5468
2009-07-04T20:43:39.537Z,16.2208,5.42846,-11.7041,9.83159
2009-07-04T20:43:42.505Z,12.9189,5.12392,-9.76385,6.73140
2009-07-04T20:43:45.473Z,9.09450,3.97858,-7.77777,2.52728
2009-07-04T20:43:48.441Z,9.57171,4.74791,-7.84915,2.73234
2009-07-04T20:43:51.409Z,10.4117,3.23578,-9.03683,4.03347
2009-07-04T20:43:54.377Z,11.4553,5.57777,-9.45436,3.27530
2009-07-04T20:43:57.345Z,11.1653,4.92538,-8.83952,4.71895
2009-07-04T20:44:00.312Z,11.2337,5.59309,-8.98801,3.75888
2009-07-04T20:44:03.280Z,11.4874,4.70247,-8.96757,5.42494
2009-07-04T20:44:06.248Z,12.8959,5.65339,-9.80440,6.18195
2009-07-04T20:44:09.216Z,10.5696,3.41428,-7.98949,6.01894
2009-07-04T20:44:12.184Z,13.5020,3.79680,-10.3845,7.74932
2009-07-04T20:44:15.152Z,12.8493,5.50023,-9.14309,7.15933
2009-07-04T20:44:18.120Z,13.7377,5.57958,-10.2601,7.23349
2009-07-04T20:44:21.088Z,12.1198,3.97717,-8.10535,8.08554
2009-07-04T20:44:24.055Z,10.3024,3.93570,-5.87962,7.48866
2009-07-04T20:44:27.023Z,10.4038,2.64577,-7.39213,6.82607
2009-07-04T20:44:29.991Z,13.4387,5.18470,-8.53247,8.99532
2009-07-04T20:44:32.959Z,14.9294,5.93994,-10.7581,8.47748
2009-07-04T20:44:35.927Z,12.7489,2.61225,-10.2438,7.12567
2009-07-04T20:44:38.895Z,11.5244,3.83623,-7.40565,7.95303
2009-07-04T20:44:41.863Z,10.4395,3.85058,-7.57915,6.05918
2009-07-04T20:44:44.831Z,11.3664,3.64388,-7.90595,7.30838
2009-07-04T20:44:47.798Z,11.1865,4.99993,-6.13084,7.90890
2009-07-04T20:44:50.766Z,12.5735,5.65749,-8.16217,7.71130
2009-07-04T20:44:53.734Z,15.2771,4.18991,-10.5239,10.2510
2009-07-04T20:44:56.702Z,13.2851,6.08855,-8.65678,8.03020
2009-07-04T20:44:59.670Z,13.2163,5.16114,-9.33511,7.80306
2009-07-04T20:45:02.638Z,13.4665,5.20049,-8.32302,9.22117
2009-07-04T20:45:05.606Z,15.2465,6.08495,-10.9675,8.66842
2009-07-04T20:45:08.574Z,13.7261,4.04936,-9.21160,9.33574
2009-07-04T20:45:11.541Z,12.2809,6.02707,-7.29976,7.82353
2009-07-04T20:45:14.509Z,11.9619,4.62851,-8.32911,7.23124
2009-07-04T20:45:17.477Z,12.6569,4.04566,-8.58758,8.37158
2009-07-04T20:45:20.445Z,15.7696,5.62664,-10.9904,9.80981
2009-07-04T20:45:23.413Z,11.7760,3.61713,-7.09487,8.67486
2009-07-04T20:45:26.381Z,11.1928,4.87981,-8.28738,5.72580
2009-07-04T20:45:29.349Z,12.6416,4.57062,-9.24994,7.30462
2009-07-04T20:45:32.317Z,14.7423,6.23207,-10.0679,8.78257
2009-07-04T20:45:35.284Z,14.6740,5.34142,-9.96238,9.35662
2009-07-04T20:45:38.252Z,11.1643,5.16158,-7.11645,6.88156
2009-07-04T20:45:41.220Z,12.7478,3.65322,-10.4668,6.29345
2009-07-04T20:45:44.188Z,15.3929,4.86772,-10.6174,10.0258
2009-07-04T20:45:47.156Z,18.1589,9.74886,-12.6192,8.68672
2009-07-04T20:45:50.124Z,14.1977,6.62441,-10.3214,7.15274
2009-07-04T20:45:53.092Z,14.0320,5.41658,-9.28783,9.01634
2009-07-04T20:45:56.060Z,14.5362,6.28054,-9.66227,8.85988
2009-07-04T20:45:59.027Z,14.8251,5.37705,-10.9193,8.46395
2009-07-04T20:46:01.995Z,14.5637,5.47995,-9.36262,9.71669
2009-07-04T20:46:04.963Z,14.2357,4.94232,-9.68393,9.18974
2009-07-04T20:46:07.931Z,14.4397,7.07665,-10.5378,6.88343
2009-07-04T20:46:10.899Z,14.4446,6.04437,-10.8386,7.39155
2009-07-04T20:46:13.867Z,15.3670,6.67088,-10.0944,9.47360
2009-07-04T20:46:16.835Z,13.2996,6.67804,-7.39436,8.80944
2009-07-04T20:46:19.803Z,15.6211,6.02851,-11.6505,8.48184
2009-07-04T20:46:22.770Z,14.0044,4.05393,-10.5602,8.25664
2009-07-04T20:46:25.738Z,17.2535,7.89990,-11.3832,10.2810
2009-07-04T20:46:28.706Z,15.4129,6.37962,-11.2247,8.41803
2009-07-04T20:46:31.674Z,14.0884,4.40604,-10.5750,8.19997
2009-07-04T20:46:34.642Z,14.7321,5.26839,-10.0142,9.43373
2009-07-04T20:46:37.610Z,14.6895,5.85539,-10.1302,8.88114
2009-07-04T20:46:40.578Z,16.1439,5.22844,-11.9694,9.48805
2009-07-04T20:46:43.546Z,15.9547,6.59705,-11.2707,9.16541
2009-07-04T20:46:46.513Z,11.4250,5.25506,-7.29953,7.04506
2009-07-04T20:46:49.481Z,13.8056,4.26678,-9.76530,8.77655
2009-07-04T20:46:52.449Z,14.2765,7.02884,-8.32991,9.22099
2009-07-04T20:46:55.417Z,14.9336,6.69352,-8.85829,9.98698
2009-07-04T20:46:58.385Z,13.7011,5.63547,-8.56649,9.08715
2009-07-04T20:47:01.353Z,16.5004,6.29495,-10.1353,11.3979
2009-07-04T20:47:04.321Z,12.8155,4.72203,-8.27747,8.56880
2009-07-04T20:47:07.288Z,16.9946,5.80815,-10.7759,11.7882
2009-07-04T20:47:10.256Z,16.9798,6.02031,-11.3695,11.0816
2009-07-04T20:47:13.224Z,18.0914,4.60549,-9.91172,14.4169
2009-07-04T20:47:16.192Z,16.3639,5.13319,-9.96219,11.9240
2009-07-04T20:47:19.160Z,16.6708,4.95439,-11.3785,11.1310
2009-07-04T20:47:22.128Z,16.6444,5.11343,-9.95076,12.3237
2009-07-04T20:47:25.096Z,18.0002,6.42611,-11.9165,11.8620
2009-07-04T20:47:28.064Z,15.4062,6.01865,-8.57983,11.2922
2009-07-04T20:47:31.031Z,17.0172,5.20500,-13.0921,9.54406
2009-07-04T20:47:33.999Z,18.9742,6.87596,-12.5857,12.4234
2009-07-04T20:47:36.967Z,17.8296,6.50724,-12.5615,10.8516
